bid,wid
24612018,44222905
24586590,44194211
8949352,13395554
10784143,12020129
6642072,6836544
16065614,19187769
25809735,45665745
3009435,3039966
26067200,46119106
26067707,45434548
9436746,14321334
12737637,17237712
15798111,21521016
17333838,24064758
25946683,24987300
10256723,15156997
7862457,8489431
13521298,16829865
2957414,25467339
18490707,24582100
7712107,1771214
6346975,6533383
21549329,25386890
7913023,6278071
16441398,18082263
18844870,21530762
21887396,21442106
10001098,3311885
27465981,45822993
21408138,40708212
18816165,21998975
13546684,19111745
17910436,23906846
23172643,26470475
18730158,26600789
9485398,3789
11785468,16737506
16130123,23591130
16558244,19426990
10808006,15721497
16045031,21823247
25605847,44223138
4699918,4764216
18127101,25461047
26796490,41497379
25667086,45490214
7606304,6689007
24453338,44045178
8257963,15254849
9922289,347323
3189884,3222860
8042321,11366182
28007891,40339078
18050075,19153727
17378040,23986888
12800823,16686462
9815745,13402106
16142157,17423352
25387398,45137970
25430578,45191180
26071569,46008426
12445823,3267884
16130377,21955423
6850613,9738038
24876258,24239884
25273116,44877365
20257122,28068934
18144154,25491490
24464121,1026225
17568661,24258336
25111312,25127731
10160069,3340863
15761358,21462091
2595138,3149511
2900249,2927375
18693609,40018969
24899046,44548927
8582723,13451946
17607287,24034775
25409784,26680281
15701491,21361212
6193821,6374255
6930014,3633533
3587779,3630044
25810136,44833032
12345967,17325334
29882309,46239650
24396874,43981450
26333196,44918047
27064379,47104918
17558078,24075414
11699201,14818841
8032112,6654434
27221270,45899691
10782121,18179597
22999164,42563922
10208884,2192977
20517588,36292672
24040176,43446311
18379198,21998947
24819468,44460259
10503124,15408919
2306910,6507546
18517716,22427858
26245878,46239650
22575574,26532148
25614898,45424659
9579882,14460325
25485874,42652219
3228917,3364437
10386845,12409139
17693530,23847880
25852624,21900571
24611767,19175758
16280850,22382561
21874813,41166152
11337018,14245059
25562941,43062778
25734003,45137868
18707803,26600773
23492398,25487744
25541028,41987016
22749702,42295104
13521297,21456496
25153822,26542447
19287068,26038319
25781157,45630747
18398801,23742270
25241708,44961174
26013738,44222776
15785231,21503554
18307217,25791820
3354905,114515
16158577,21998938
25810238,45433473
17835099,22728595
6137238,6315938
23308147,42862792
16071762,21865765
14739434,17796870
18159196,25517554
23512999,43116154
18072897,25337520
15733271,21423965
16131385,21956607
27209486,47250967
3078805,3109840
13481275,19014102
26206821,44044891
12445532,16849808
6449551,6639657
13602426,19195697
2294328,2300636
26203320,23599969
21603925,2194204
15802849,21526926
17446677,3089312
17834864,24955022
22895696,42462248
13520616,16448858
25746700,47919870
12947792,108557
15790871,21416605
6994022,6834753
11325217,16253471
18007509,25096155
28044076,26212678
25817475,45584349
23637517,26208371
26109143,43147630
17622651,19151084
25817407,6812394
18240344,8586680
21943357,40712984
11157079,5490573
26067703,46012619
11667479,15766774
19283675,26038032
22500616,42164542
10852027,15766774
23168325,26127419
8459711,13323925
3701072,3744586
9936969,13691424
25430669,45191204
22172425,41511022
11872850,2398287
18464735,19014102
15766601,21471299
23399022,42955411
13538881,18376689
12617760,17643316
24396876,43981451
7928992,11249362
14652409,20297576
11248907,18167311
23450106,42360941
25489036,41885482
24885666,44073665
16131115,21956651
22675976,42179977
13538448,18346304
9434034,2773283
6998523,6496133
24944830,16142211
7954726,11612893
20821299,40167157
24819532,40026661
22045052,27110201
23507689,25592905
8701129,11557753
8722242,6499995
23705512,43314655
23719433,43328940
25712281,45545127
25614984,45694823
17333745,18270137
6076387,6252965
18144590,4835472
15797952,21520866
5500385,6262492
8805443,13088275
3054214,3085109
6707234,6903054
28572472,45217167
12880428,18033554
25897805,45780761
26721599,46753735
25743153,42795212
22030747,26492357
13535471,14373498
24944847,44603265
25476514,45247715
12566223,15833806
29372598,43083774
5462087,5529679
26150678,46106573
6723348,6919505
20791477,19138240
17182246,21366540
26384726,26098312
25387654,45105523
22308717,23904471
25788411,41913658
5514234,5650136
12087968,15634908
6405929,6594813
22609419,42097845
9693927,14582061
26227315,44759727
10592838,10802312
20980959,40358210
17910043,25095495
16308747,21379109
12396192,17377387
18689436,6995232
8508814,2076822
24945084,44603522
24396962,43981545
23360037,1365904
27170154,47207035
13538645,19100984
22521941,41969115
22212838,16270434
25111323,33443900
17015019,21379262
8583965,648345
18635039,26431596
16102004,21912533
7726611,6596168
8520610,13387396
13426113,18912406
12040447,16910905
26883206,45785424
7781339,14424644
6998461,6444203
15823461,21553934
12849385,17594837
15802765,21526036
13366259,18595149
6980660,6759670
23012549,42578983
25755150,43456626
19004663,27026852
25658809,43369154
12459151,16225004
2675261,2595624
9440448,14325072
22857625,11349083
13544690,18365161
12609433,17624817
7176578,7627945
10440682,14179025
15842015,6463092
10172186,6823132
11294214,12985451
29092788,49836258
23596474,42075406
11889938,16848889
26025992,45949484
22669010,42171176
170453,1392700
18053049,25337735
23222132,24035257
18602341,26373227
10310974,332941
17671766,23859005
7148256,7413156
16044285,24089112
6339304,6525245
18170643,25491442
22555999,21417122
13495034,19042633
15793074,21503547
8286216,13134603
17557573,24248331
25893815,45806334
25937835,45835137
11082037,15547563
25614117,45993877
18668498,26494205
10528233,1382441
18079776,25387072
18594577,21839952
27248631,42940027
18443000,24817753
22377195,26794365
16171221,22018671
3869,2192250
21728653,24490654
18667902,21998925
23138513,35230
25857788,45261718
22318382,41711568
10177380,1361691
22831250,145479
28595038,44458285
16131025,21956558
25897664,44670895
27272461,44222635
26030734,45956901
17674999,24678734
16054645,21396251
23397869,42442372
20342617,28323940
17900010,23569381
6999817,7243391
18296165,25779061
23568213,42753039
7144235,7408675
13544965,19110025
8476090,6463667
25644437,45462848
6379549,6567430
26067907,46003245
25982612,45894059
13535473,19097182
6979897,6450180
13615783,16985086
12269981,17245291
27068019,47109682
13531257,18713722
17681682,21805187
13636721,17851429
22864481,42483686
25649493,17328670
17333431,24064758
22152502,41497420
9634967,14247828
13588404,19175806
12405126,17294706
10052702,1311330
28267468,44904805
6250169,6432996
5971165,13560666
15767586,21473047
24611576,40166909
7015403,7261277
13337050,18545277
9551417,14323907
18870197,26680333
8171377,803205
18593604,25142278
17736872,16657990
15761362,21462097
20821226,40167097
23281906,42819811
28948065,42470235
20889979,26537326
9205617,9585076
25074598,44759956
17209335,3044241
18038459,25310378
10214607,13096244
16113737,22016567
17704903,24752715
25667098,45490222
28365037,47264307
23492609,43082803
25858371,45479802
29274945,45732652
3337374,3375519
12190094,12985451
23253083,42795212
27221778,45671037
6987584,1019062
24041757,42379767
25111078,40864743
4667024,4717423
6709616,6905453
25243735,44963177
24397015,42700811
9996709,3181762
25689025,45517430
25885733,45764791
24585267,41931460
28688182,47973973
24613096,43959645
28925609,49141476
7148644,1214907
10968299,15886287
18392459,26014934
12918218,18073318
22822858,42375710
25614298,44409289
5424004,5491570
8747308,13620480
17978489,25207078
16065495,22276974
13531954,19093630
12264624,16363065
22557272,41107568
19347512,27407189
17331349,24034629
10809451,14679606
12444298,21900571
10767492,14818841
20455215,28157628
2003767,3353247
17162534,683052
7361506,235306
27162572,44222878
22929586,42499118
15808231,21532852
25663599,45486578
11447921,16381755
6316684,4630213
5764902,5936637
17704522,24202912
16147252,21512389
27112416,47154176
23659164,43266286
30222399,45949484
9863010,11907743
15801448,21599077
21936652,41194520
13003014,18164043
25897871,45780805
20299686,28133258
20170296,28028860
17572866,24512861
10374068,6463667
13508607,19060869
23164970,42710991
16172476,22020043
7249306,6760952
5458573,5526159
22716469,42243721
18283140,25047176
22530039,41977929
7227174,7415348
11401340,14428801
18007532,24349001
18077816,25384201
25671822,41125566
8087038,12823536
25631596,45445805
12903465,17752488
18886118,25441560
20724450,25386974
13547542,19112893
18090112,26552674
25233432,43568304
22669180,42171366
991197,13344769
20452214,27633691
14759321,20408849
22675967,42182493
18339662,21975829
22522805,41115424
8176075,13022545
6562253,6755092
7928249,13212200
17910544,25096149
20791479,25697029
6993482,4154422
6314708,4487466
27904866,45437957
27208506,46857936
2017717,2702007
18318607,26869395
7419905,1470371
8762500,8332855
10594929,15502514
15815333,21541829
27774547,49751312
23507758,43111808
9500416,14385974
6977769,6932011
16171486,16903994
25816777,45673862
9668120,50783589
18824826,18609032
18360170,25779088
16241144,22251267
10166173,1222902
13206900,18390887
7017849,1757108
13227454,18156927
9490461,1689205
22999166,42563924
11357141,14395007
9580315,14467222
15789399,21421904
23281921,42819820
23492799,43082577
26796423,46819001
19486412,27570886
10315830,15218135
10872085,14570985
7156259,2644082
26265675,45534534
6690798,2802546
25278664,45004691
11794230,14294481
25671862,45495901
6344832,6295253
17593287,24534303
17383921,24182045
23492268,4084010
12872236,18024855
23492741,43082583
23174570,26830332
22307672,28323940
13528497,19086732
6433752,6812077
23481124,43071984
12679545,16259908
21423303,40732855
17167264,23594240
13642950,19258153
12925397,17890413
19501,3352398
13588414,21520846
12926432,16690598
23299513,42855494
22889771,42459928
13260735,17496931
17278528,15955708
13154568,18333180
27064428,47104954
3059921,3090840
24585402,44058574
23138349,1713530
2289531,3385226
40084,2516574
24795949,44431979
21805559,40015533
20891694,26116272
23532316,25790272
12687321,17816302
23874640,43328972
7967279,3364437
9896304,13554747
23164784,25322052
16280851,23584302
22484277,41925299
29598222,25126749
7313444,8814805
16123768,19015833
26114613,46061431
25810252,40091870
25898210,40714619
23665783,40864743
18474777,24575135
8133097,12929109
8582356,13451574
22747206,26757264
23492600,43082795
16130448,25011590
2233549,551787
15791117,21558719
8366402,13221524
18005901,25270927
9747109,14636277
12958009,18115333
15761361,21462094
26634594,46673533
16074553,18171290
17383543,15524549
20821434,26579483
28134042,45049727
7180727,7192827
20786255,25335678
7871739,2978988
15803560,21526920
22501099,41947924
16130588,21955437
12003802,16968377
25733908,45572065
27221488,43116154
22143906,41797265
25733722,45641753
18453123,26098280
12858903,17131961
23834721,43446339
4597394,4647060
24944833,43702584
12850425,17256486
13153693,18331880
9927721,1427801
25241697,44961164
17322152,21530499
25815693,45630747
27406780,45661732
15824167,21554973
7200351,6965033
11521144,15547563
17472964,21536832
26720582,43601150
30142352,47750790
17773327,24645320
25658689,43075476
11099729,15371735
18891187,24534243
23735067,43347119
10544980,13404762
27283817,44324996
7789443,14147940
23281626,25387072
3851330,3896329
25749841,24510911
13543034,19107328
17674991,24678726
12316690,6633852
23228129,595800
23735606,24797641
24819449,43767783
23341628,42901145
7334201,8996782
22747247,26113532
25861679,45732280
6135237,6264122
22857246,42423552
20768868,40106030
25525645,45312374
7125012,7386727
15766976,21471904
6603491,6797389
16441432,849420
23700728,43310029
20821159,40167043
25114548,44808971
16130559,21955329
7105164,5578219
22318398,41711589
18077874,25384287
24805746,3164459
18773767,6175747
7906442,11170632
23014575,42580722
23575419,25032500
11595399,16537332
24396884,43981459
9230209,58217
12500173,15752009
15902792,21653636
4944963,5010681
11910983,17885255
11980396,15721497
25893420,45775594
18695272,26470479
15795127,21439147
3503036,3312295
13330771,18538423
11580302,6803732
2174486,2180141
20188558,27431535
18815705,24757132
25488853,2243697
17888952,25035204
3701590,3752586
25734059,45480464
23437606,40358210
12941791,15677976
22826126,42299347
18780753,21766652
23848051,43458052
17707532,24757060
12987977,17394448
21535019,40863995
21416421,40717536
25658631,44612006
11205347,14385352
25439530,45146066
23519609,42461503
9034043,13911753
25310647,41894492
22308716,25037051
27882150,47875602
8765012,13638399
2197227,2262692
7594148,7270473
7085835,6230877
23847964,43457987
23846750,43456945
21531497,40859683
25066108,43222893
23164968,42710965
7415016,9351456
13621539,18117172
8637125,13507939
23213194,42755748
27190174,47232038
9747085,14636253
18302455,25791820
17558077,21502991
25111114,21890979
23131087,27411330
3673357,3716647
20575411,26208371
23507760,43111810
7885910,3352398
16060716,21848181
16248264,21856324
18209689,25630244
26067591,46003310
25664321,43458476
3213286,3247053
24727422,27228790
2862141,2888281
23437291,43002071
11807189,16760618
7338768,3202798
25205296,45603909
12998110,17985700
13532844,18330806
22535533,41241463
13158800,18337340
16130393,21955706
25489247,45263669
25689074,45517469
15729539,21408527
23129944,42677759
27274483,44432779
28129209,41392342
25725759,27570886
7340187,357549
6672751,6867828
23019295,42827960
22716194,42243412
18693897,26542447
25430557,45191170
23492254,42863818
23149136,21864995
5981415,3676745
11890818,16849820
17333237,24064539
13426328,18912815
25938481,45835780
23568530,42788867
5960325,5991850
22892327,42462248
16158498,21998914
11238914,16165104
22939523,26542404
12466602,16319487
6987915,817
6073881,6117836
7468160,7419581
8132701,6909082
8738284,6924954
18761158,26658204
18881414,25897610
9540596,13876185
18775484,26680635
13547138,19109564
25066765,44751527
7141451,2005807
23995415,43596108
7892754,11124709
24495903,42863818
13547582,19112307
11746513,16696160
23437156,42077459
1343440,3801
22027380,40429264
18079757,25387053
25246752,45286444
25814387,41336924
18005395,21972276
25776200,45673559
7839766,10927705
12789349,16750147
18142348,25488998
25614598,45310657
6301385,6485985
18709246,26566338
18665948,26489899
13530973,19092611
18006496,25272067
7934665,10113302
25852860,21825181
18210224,24672201
23615709,43219487
22218091,36791726
10997719,14625976
13544692,18360833
7907803,11176080
11387515,16319487
25652706,45472855
25241725,44961191
12430446,6527880
4912857,3252824
18051352,21442106
22140680,40339078
13154150,18332367
27243150,45900877
8720415,13593335
25143992,41128288
19481106,26174635
26114646,46061458
12875355,17822238
15818327,21545940
17918504,21998920
17934481,25142344
8549518,13417526
12712435,17846412
18950120,26960141
21752582,25473547
13426271,18912724
26723866,46756765
15801026,21524387
23395366,42952523
9476510,14361764
12070728,18056954
7123581,7103750
13265138,11022464
26025983,45949487
22716467,42243719
21412387,40713314
27064429,47104954
6839444,7051024
25816688,40296144
17169474,478838
29378880,238699
20786356,25739514
15797139,21734547
18224531,25799538
10650333,14618372
2924318,2951639
12436040,16668559
22609406,21525116
21853634,41125529
21418013,26115712
9443405,6498897
12645624,15507485
25241693,44960996
25893429,45775601
9608958,12502746
6330323,6515977
27405161,47325767
7024537,2158906
20442905,26494364
10950924,15868401
26115806,46062679
28109886,14468335
3633352,4924300
18482731,24657006
16130169,21955333
12788665,17936318
21887710,26234070
20518880,21839937
17378527,24170172
15743703,21431964
12171285,16233144
18074107,25376717
17302535,23958836
25246646,44804551
2889121,2915375
25111261,44075480
30760390,51314922
25733922,36429495
6876273,6600281
25814203,45670911
3720975,3764682
27221499,45670614
10690678,416305
7098359,1392700
13521299,19081975
24041758,42677531
18693684,24330801
18329991,25874478
12547098,17534296
27282167,47326016
18870275,26680281
16130058,21955595
22836630,26634437
7723542,10479953
24336403,43910531
7968243,12020129
17934399,25142260
28186151,51195508
25816766,45673837
7046495,7370233
7290812,8567749
7264206,8349215
13538757,19101107
17673271,24671761
13531646,18325542
7141642,7405757
6376961,5083472
27887708,44223004
11544852,16484568
25666022,45489167
25489154,45057717
24205214,40214184
16054830,21839781
18144115,25491442
5945209,6117729
15802735,43148054
25809992,45665745
17839074,24948174
8935153,13811777
18264426,21998912
7746554,10573442
3939628,3985211
27876447,27225929
25409798,46608859
21926931,26234069
7144448,7408906
25111311,26426046
7841670,10621859
21557879,25697027
2381756,2388768
15818146,13404762
18656015,21512389
11335639,15319151
